N,K,P,run,sampler,time,load_min_ess,load_mean_ess,load_med_ess,prec_min_ess,prec_mean_ess,prec_med_ess
500.0,4.0,10.0,2.0,gibbs,210.664,319.88886539472605,690.8268624683899,668.1506095650709,894.300998936479,1270.9157459551675,1241.7392444461473
500.0,4.0,10.0,2.0,hmc,332.383,1014.4529496867517,1339.404114408024,1309.1091750816217,619.0762684995641,1326.1212658951542,1303.8712992192004
500.0,4.0,10.0,2.0,old,569.157,12.444878060839002,38.5515688225155,30.249477293631834,40.34808592393572,603.3496079038302,322.63020292860415
1000.0,4.0,10.0,2.0,ortho,1560.266,475.62489757692146,1547.2073273851322,1430.7577491468833,1695.333245088578,3344.135090736818,3699.623493808809
1000.0,4.0,10.0,2.0,gibbs,345.502,213.4245935460117,631.0970881201476,614.1497017690194,912.4716171978008,1260.401579028391,1309.8521193507154
1000.0,4.0,10.0,2.0,hmc,615.768,946.4980435606449,1424.7398037433902,1441.0944962255726,1023.3426532536963,1382.0784329884184,1428.2189016214174
1000.0,4.0,10.0,2.0,old,2315.42,3.1050693236926974,33.83447914030013,27.726324917193406,25.297991642032123,271.3703148464958,249.82392378432462
50.0,1.0,100.0,2.0,ortho,40.775,118.6026843994961,1314.9739220139975,521.6491585348442,3072.9742745644553,4092.8510694858724,4122.689377250141
50.0,1.0,100.0,2.0,gibbs,11.135,168.73107899463403,1021.0419931169795,1001.2823645078632,966.7751905437713,1554.8373872399575,1592.7098904670515
50.0,1.0,100.0,2.0,hmc,12.85,415.75814164879324,1225.5477708149754,1331.5866034377595,1103.627502361241,1540.2521579138893,1560.0688102113204
50.0,1.0,100.0,2.0,old,22.061,73.4434621902878,1041.6066651482042,836.2169174276905,1031.0872810275598,1870.319875640188,1922.3196931456837
100.0,1.0,100.0,2.0,ortho,78.176,128.4417237902763,1592.7578860599915,817.9231218692346,3308.795461002016,4201.603733002571,4272.324360875651
100.0,1.0,100.0,2.0,gibbs,19.051,108.11460190344135,891.5785712448359,816.6953245896229,1168.7973323341519,1594.8025591281953,1611.7538671978386
100.0,1.0,100.0,2.0,hmc,24.971,366.51530404612294,1184.1620918858273,1181.7604035463141,1211.0748985433797,1594.2566811487459,1616.060010022486
100.0,1.0,100.0,2.0,old,62.85000000000001,25.882297131014624,717.1319297940278,262.46743130181096,1004.9064922488703,1937.3858405468497,2002.8087105598258
500.0,1.0,100.0,2.0,ortho,353.358,186.72950627166944,1913.686613365822,1248.4576218121044,3589.8373539198446,4275.85516649269,4327.871138756069
500.0,1.0,100.0,2.0,gibbs,87.638,91.54723696219048,775.1868450877707,585.7583903151922,1177.008366965503,1603.4497173819173,1624.8280720749149
500.0,1.0,100.0,2.0,hmc,121.986,290.91712913027186,1054.0360558024752,969.0425094093354,1078.6857852595904,1554.2202507403865,1573.562346369454
500.0,1.0,100.0,2.0,old,1271.991,7.157659501955439,481.36195130614726,56.32845619379991,890.7498504017263,1861.940255461009,1915.9155341128562
1000.0,1.0,100.0,2.0,ortho,641.765,64.94223511481782,879.8046798689006,289.0888472946359,3369.047758435701,4141.564453752628,4202.868499751026
1000.0,1.0,100.0,2.0,gibbs,163.555,46.351990476050155,454.9987830779017,193.26288559675947,934.2605603614144,1593.8730739473376,1638.060306848468
1000.0,1.0,100.0,2.0,hmc,233.487,104.95251726983808,590.2842860112308,391.4110510193427,1165.1099307843697,1592.0354578370416,1601.2760196561262
1000.0,1.0,100.0,2.0,old,4834.629,5.464709843085604,672.3786250925751,156.8106997069599,747.2796754072182,1980.7571667896464,2059.154362989645
50.0,2.0,100.0,2.0,ortho,72.322,130.81072109270104,1064.3377519950723,643.3525861242244,2387.1326761845417,3791.570666501074,3856.4153899491303
50.0,2.0,100.0,2.0,gibbs,18.371,329.961374331035,654.5621569688399,547.2782406552656,1107.8397901475464,1505.945919555929,1520.6210979478533
50.0,2.0,100.0,2.0,hmc,25.283,448.6105172758886,734.9504306815512,659.6482858625523,1181.5701328289988,1517.2506759237765,1557.4397178653512
50.0,2.0,100.0,2.0,old,30.192,84.85171473086842,287.5381934590264,178.41485217197453,640.5005223175011,1698.9639137980887,1784.5482072781958
100.0,2.0,100.0,2.0,ortho,142.01,163.0347576675042,1321.198826347153,1381.176325080424,2712.6242478565805,3939.5081712829437,4012.366196108131
100.0,2.0,100.0,2.0,gibbs,32.572,181.41574188291253,628.5714105317633,450.7349943198036,1152.3420090652387,1553.2937011906952,1570.6394000581945
100.0,2.0,100.0,2.0,hmc,40.031,323.89717877322096,686.5320981508302,621.8488314004776,1230.114632566915,1562.4267051236302,1579.7780918735898
100.0,2.0,100.0,2.0,old,89.43,12.63553441091874,165.1636472319439,40.00007069880438,790.3023358889589,1704.3967100083892,1778.489373909768
500.0,2.0,100.0,2.0,ortho,559.355,105.12647419313495,689.0672894208618,650.7566935261073,2992.492886386011,4163.42737279639,4195.934928548335
500.0,2.0,100.0,2.0,gibbs,139.174,54.658872886616805,592.7608622358875,420.6557714895958,1168.91318592833,1610.3051742222378,1619.7393382337696
500.0,2.0,100.0,2.0,hmc,203.671,154.4464912872084,674.1285647540813,688.7687600206552,1159.044151355088,1547.675830936651,1576.575495182999
500.0,2.0,100.0,2.0,old,1526.744,7.700655753863337,281.9380214794149,68.00061558074155,699.9948564231673,1797.29043134739,1823.3101250230075
1000.0,2.0,100.0,2.0,ortho,1089.227,38.131884553802074,377.04682029405404,147.6570295953251,3046.3405714325622,4205.290496583238,4239.197711086545
1000.0,2.0,100.0,2.0,gibbs,265.015,47.836424336426816,417.9669378364139,260.90617804172456,1200.0249517903417,1607.1502138089497,1633.1058200778684
1000.0,2.0,100.0,2.0,hmc,386.835,88.5223271578611,478.8025435226853,369.08075509111615,1188.436104007495,1602.3238112800564,1630.7756677915181
1000.0,2.0,100.0,2.0,old,5307.482,7.546924315808595,157.9929885340872,29.37654849319317,625.0185948072934,1839.8009102820827,1919.925368754873
50.0,4.0,100.0,2.0,ortho,151.568,36.79534007716081,562.5537478198441,381.72578266168216,137.0246405894155,3301.741692112196,3616.686020582791
50.0,4.0,100.0,2.0,gibbs,37.038,197.25245566261069,958.4171296253913,974.8935912031634,427.26784679473474,1330.8836953787707,1363.984286123365
50.0,4.0,100.0,2.0,hmc,56.074,145.34669676109485,448.3068376343371,447.63475921286204,124.01462705315514,1021.9281798653614,1099.2643105300144
50.0,4.0,100.0,2.0,old,48.143,45.904988806630435,441.4870403126269,382.49481567078567,180.01890555013733,1068.5630198419217,1061.4797308360494
100.0,4.0,100.0,2.0,ortho,260.214,222.34404343892302,1126.8484942378163,1079.4641213406783,2008.3894778156944,3690.0481507125905,3847.2218682108532
100.0,4.0,100.0,2.0,gibbs,66.866,227.30503267531182,852.3081252080577,854.2398232749091,275.86964728271425,1308.1814172888774,1367.4508250869558
100.0,4.0,100.0,2.0,hmc,99.432,190.89679644142498,581.0078122941919,565.9501511601591,185.39745197986008,1222.5082671086182,1290.7770808408839
100.0,4.0,100.0,2.0,old,134.127,34.58856796435444,363.8513134940229,306.1865929077216,84.49119464871899,1091.4601052796838,1080.4693855777628
500.0,4.0,100.0,2.0,ortho,1153.044,85.3097973508356,358.02352738663444,298.11791196638967,1826.971689034974,3887.578068962401,4009.3450428838178
500.0,4.0,100.0,2.0,gibbs,277.645,71.61808599068804,706.3687906132237,645.9278483791192,1028.1776846279265,1556.630899111176,1584.8825139833837
500.0,4.0,100.0,2.0,hmc,396.567,88.22109069814069,381.7162658020994,363.7583447686007,987.8816713656316,1544.8711910643065,1582.0871551231553
500.0,4.0,100.0,2.0,old,1787.417,19.3236478690417,192.51108507100932,116.98269095903412,223.538633979,1568.477110260894,1681.3373964081325
1000.0,4.0,100.0,2.0,ortho,2034.7909999999997,55.41063394136868,403.9883752807838,322.4798043277524,2719.7022911458366,4075.613974198932,4117.019551299713
1000.0,4.0,100.0,2.0,gibbs,454.029,45.47998789544082,729.8238855574884,697.4595829817332,1177.2383557199496,1587.5730339266377,1603.7585935616462
1000.0,4.0,100.0,2.0,hmc,754.779,107.8835839784534,583.6471013144711,581.5534480801641,1007.3762634174005,1569.7184338850666,1586.708989925739
1000.0,4.0,100.0,2.0,old,6067.437,8.130976321115906,167.25539903557222,107.5401436735158,204.1817829245054,1580.6094981228505,1647.8823985253925
50.0,1.0,1000.0,2.0,ortho,210.253,22.963937951494074,669.5220962082602,335.24990292226516,2896.8485697095502,4163.242643876911,4197.905388727172
50.0,1.0,1000.0,2.0,gibbs,61.790000000000006,353.52237952861736,1548.7696188406421,1627.7392625828647,924.536530116376,1566.76982823858,1597.489731601463
50.0,1.0,1000.0,2.0,hmc,69.887,451.63761819007135,918.586153813771,895.6412925052891,1061.6879666759528,1599.316096836829,1624.3701374629936
50.0,1.0,1000.0,2.0,old,161.624,69.59430537418318,1823.231536897075,1988.7813014339226,1285.386870538832,2058.1907278390386,2079.967155727456
100.0,1.0,1000.0,2.0,ortho,376.31,11.2012788420976,398.97160102634115,96.4848479220286,2558.8721013607424,4207.106576259234,4233.579991579385
100.0,1.0,1000.0,2.0,gibbs,116.487,111.92286288508669,1308.2415269403896,1459.4735430802657,786.6502044905761,1588.033708548598,1618.1846151083564
100.0,1.0,1000.0,2.0,hmc,133.038,82.95427164776035,628.693513516218,642.2234720774301,982.0525426951962,1588.3663295183012,1615.204103283048
100.0,1.0,1000.0,2.0,old,491.905,8.524318606545801,1494.3215871742823,1806.9436147466895,1188.0480430206937,2032.1582656387611,2055.0181418967786
500.0,1.0,1000.0,2.0,ortho,1589.286,14.341255159141264,394.73614959024184,103.05806625185502,3112.386317039591,4329.600302115573,4354.410430033082
500.0,1.0,1000.0,2.0,gibbs,406.527,19.261100725830236,809.8400394792411,669.7249870401749,1004.3633392676562,1611.3205389249417,1636.446745907079
500.0,1.0,1000.0,2.0,hmc,578.778,3.808991479361466,244.9471953106769,92.32752505216092,923.6133841964831,1605.5675534907662,1632.1801923767464
500.0,1.0,1000.0,2.0,old,10065.519,6.1705097775696585,900.5664850053166,388.65103414837233,1165.3288524491034,1990.7462862182915,2013.465366430013
1000.0,1.0,1000.0,2.0,ortho,3405.795,16.662587250461282,470.47256318887,249.14543131021554,3078.4105520860207,4329.530788422985,4370.269457496206
1000.0,1.0,1000.0,2.0,gibbs,599.886,5.30704200796756,325.56704631138234,34.785146375057906,911.1973108245669,1606.9843556272588,1637.6095401001971
1000.0,1.0,1000.0,2.0,hmc,1447.574,3.20632677833362,172.75213943821768,51.39363784851173,717.2737012676299,1625.4525500700167,1649.2099822059781
1000.0,1.0,1000.0,2.0,old,70291.255,1.9894693803941927,249.04090599782418,5.853228207395727,1205.6213005300995,2044.868376754113,2065.879568918257
50.0,2.0,1000.0,2.0,ortho,246.45900000000003,2.416572096681563,182.5038814587712,9.983430521043237,2488.538760705506,3882.284579776999,3932.280690069345
50.0,2.0,1000.0,2.0,gibbs,47.031,439.2678675590913,873.1718664695812,786.6332870382853,821.0866746282431,1573.6541517866979,1596.1144810080323
50.0,2.0,1000.0,2.0,hmc,97.355,184.65525082573402,383.7768567650539,351.7663667603333,825.0897023774503,1495.966259775632,1518.650408935499
50.0,2.0,1000.0,2.0,old,151.756,102.03201659183075,364.98115746309327,224.8354477376768,1237.2154213340532,1955.221369866861,1980.4746961351657
100.0,2.0,1000.0,2.0,ortho,418.097,8.954675668217483,194.55310722943366,191.03560004845366,2723.8351097024106,3995.6332134768822,4037.4826298723265
100.0,2.0,1000.0,2.0,gibbs,76.27,26.093055217019298,149.22752770516928,64.3467920034536,916.6343100904928,1591.1950225579053,1613.2718164207981
100.0,2.0,1000.0,2.0,hmc,172.585,14.387129678471906,59.478804482014986,56.26619838365413,875.212678617878,1550.6169223915576,1578.6139983207486
100.0,2.0,1000.0,2.0,old,447.892,24.041450116827093,106.27511597180379,40.76253430000098,1203.6077153551064,1932.3725239705172,1950.3402018090974
500.0,2.0,1000.0,2.0,ortho,2135.282,2.2193520265212605,23.211219943470738,3.643743821383903,3239.9972955505164,4258.181361670493,4284.565925890806
500.0,2.0,1000.0,2.0,gibbs,339.105,7.620175467528074,130.59277568873677,53.66522197739123,772.2464897027093,1614.9984042094463,1641.4203375740885
500.0,2.0,1000.0,2.0,hmc,809.987,13.004573673012466,44.974053909529616,19.40335891314752,1002.26738758794,1611.904227319238,1642.6758997676206
500.0,2.0,1000.0,2.0,old,15879.371,9.777559039197993,128.57212405424167,25.152059455010647,694.9880252180592,2078.2886088812243,2103.6578718127375
1000.0,2.0,1000.0,2.0,ortho,3912.8550000000005,8.04120930283305,215.30450460232103,85.17757720895113,3073.055896352221,4331.233168851146,4364.226020619551
1000.0,2.0,1000.0,2.0,gibbs,655.788,12.550590535469643,161.36638812766967,36.57173780699917,943.6779243855713,1605.3295481625266,1626.4878978442548
1000.0,2.0,1000.0,2.0,hmc,1562.893,3.958320702933238,84.42959416988792,27.010166998125975,999.4606466049115,1605.278464304498,1634.3737898876723
1000.0,2.0,1000.0,2.0,old,76389.086,2.0412443971897374,97.35305660821608,6.957660021188888,1194.1296640458029,2051.620515158327,2075.716064081769
50.0,4.0,1000.0,2.0,ortho,435.295,3.7481370772679865,170.95699011467957,152.79236635631557,428.83437669733047,3170.5467281957967,3302.1970514167015
50.0,4.0,1000.0,2.0,gibbs,72.046,476.95278731390124,1314.8227636762483,1378.84383439176,803.0280469131549,1496.4627904378867,1526.2607326174098
50.0,4.0,1000.0,2.0,hmc,158.124,26.13936399297188,230.63224605856988,217.30947107369786,163.19342955958874,1123.5695859067337,1165.2136398144412
50.0,4.0,1000.0,2.0,old,237.484,30.17228774254669,838.5979659489253,744.8183047932271,226.05284330050858,1752.1830181476435,1804.9118385071536
100.0,4.0,1000.0,2.0,ortho,697.227,2.0845310548821945,70.00927931671302,36.98427761299908,500.3288317455351,3364.581700891905,3505.2873801099295
100.0,4.0,1000.0,2.0,gibbs,117.642,258.1885309168623,993.7295621082727,1030.344504330183,751.2716004335211,1538.4764785506156,1563.5448840985496
100.0,4.0,1000.0,2.0,hmc,292.583,22.21677158720702,135.24953889473323,124.18807684675573,171.91896350908954,1354.9729568179039,1405.50601970457
100.0,4.0,1000.0,2.0,old,751.931,27.815758582534905,468.01007506111586,398.27521352144737,450.7775794494687,1828.4519574008311,1850.8822860290484
500.0,4.0,1000.0,2.0,ortho,3501.801,2.205358487594047,42.955292999863296,22.747474879468196,2571.005945948579,4086.040549591764,4144.796157914658
500.0,4.0,1000.0,2.0,gibbs,555.572,11.542225254050411,125.80915826068481,106.31435298272064,991.1302264358325,1608.1896915310883,1632.7212870632325
500.0,4.0,1000.0,2.0,hmc,1716.921,4.3076271020166885,22.415603799353136,18.185639057905874,824.9380839550034,1566.7595966705217,1592.7213384596598
500.0,4.0,1000.0,2.0,old,26481.542,4.2668553995856975,54.29755836267579,35.25180031600173,1045.4229074443208,1974.629388913365,2003.1315458293632
1000.0,4.0,1000.0,2.0,ortho,8759.944000000001,2.660941800173962,142.49527037934172,107.14770907508988,3202.719951559889,4273.985845757032,4320.7822075816175
1000.0,4.0,1000.0,2.0,gibbs,1085.722,5.524753815796874,168.23191003558455,71.08601394023601,959.5642484546728,1612.7026506252362,1641.0791588725106
1000.0,4.0,1000.0,2.0,hmc,3439.665,3.2295917985962497,37.84624966417617,22.25279926291401,713.4905200416642,1594.5596608090827,1620.1627123164217
1000.0,4.0,1000.0,2.0,old,120369.77,2.1482773574777663,35.98466516390554,9.350787365394758,725.0469123065567,1906.5566967955278,1934.8774238416113
50.0,1.0,10.0,3.0,ortho,23.84,627.8645931139562,1837.872071247954,1377.37433037218,1867.4362641333876,3525.2815525834085,3525.014195213282
50.0,1.0,10.0,3.0,gibbs,4.439,414.9827585833178,1066.96036488679,1125.6672860053063,1015.4649199701837,1491.731182113373,1483.9762598208895
50.0,1.0,10.0,3.0,hmc,10.739,682.0461095446816,1469.087117593097,1512.2364318462378,796.6448425377395,1452.193602399926,1526.3425576962873
50.0,1.0,10.0,3.0,old,5.713,19.875393715112708,298.42752352070147,99.84835147952995,298.1971319812862,1498.251841631216,1577.853432475839
100.0,1.0,10.0,3.0,ortho,43.187,744.9104991762409,3094.134422186774,3405.2415486176296,1324.9777515612366,3512.0805449581326,3945.6086051032894
100.0,1.0,10.0,3.0,gibbs,7.437,595.0171808221488,1157.0724345207104,1191.6928159525266,886.8382678990403,1465.0913193832373,1604.768846831514
100.0,1.0,10.0,3.0,hmc,18.674,634.4146555223944,1493.0855944063169,1629.9299713624403,617.3189203849637,1409.0181840262223,1555.3096235565768
100.0,1.0,10.0,3.0,old,15.576,87.56620217750553,518.3019679778906,512.9440699864083,77.07306044672401,1350.429537912834,1669.5285589024768
500.0,1.0,10.0,3.0,ortho,191.719,246.87708752053527,2111.611157759977,886.6988203523827,653.6272502987882,3790.8289472189085,4260.8032613647865
500.0,1.0,10.0,3.0,gibbs,26.832,284.0557551822223,967.6620831313151,886.8662558781015,558.9892041871722,1487.354968264694,1610.9640113817288
500.0,1.0,10.0,3.0,hmc,82.348,367.74549686609294,1505.9487656825338,1708.5822581286648,418.8771659637077,1536.1612303886966,1650.2872742284585
500.0,1.0,10.0,3.0,old,270.042,26.428254615149985,462.032312918181,146.63583249771142,90.40065817605185,1581.586630496089,1740.0256777032537
1000.0,1.0,10.0,3.0,ortho,385.744,455.4537561916508,1689.0952474679416,1210.902108257702,1664.596719532524,3743.1111772467148,4072.4113114228994
1000.0,1.0,10.0,3.0,gibbs,51.741,155.00065089339319,642.4641125502817,561.9578772437422,1089.6793327445216,1479.6039751857977,1501.0705774097444
1000.0,1.0,10.0,3.0,hmc,168.561,994.0706960942076,1493.2484685126142,1557.4757907777134,889.0296995789752,1537.7979152723324,1596.7752326246725
1000.0,1.0,10.0,3.0,old,1064.843,24.928345897653937,228.26363798404054,94.87421214773087,362.9850035921045,1445.6520369402303,1616.0569495322866
50.0,2.0,10.0,3.0,ortho,38.535,547.4859926510103,2228.3435064393343,2198.525359473981,716.4018209112804,3004.610161347156,3207.1587387348973
50.0,2.0,10.0,3.0,gibbs,7.594,420.32443897982137,806.1404225385097,792.7860054988082,303.7367545196035,840.5867807093584,761.2542424470289
50.0,2.0,10.0,3.0,hmc,18.824,780.7068777992704,1153.9564185097558,1174.3384667690357,444.8376050889407,942.2780723172489,924.3332667283207
50.0,2.0,10.0,3.0,old,6.466,82.86859631141178,197.93346839882412,171.53688307581564,46.90861536602516,313.7664127986176,264.8644469981067
100.0,2.0,10.0,3.0,ortho,71.253,254.43801303355957,1772.1320310794108,1351.351375775233,955.2303654132502,3025.600064039661,3587.4833160051
100.0,2.0,10.0,3.0,gibbs,13.556,481.52659097272624,930.3930934652633,972.8817974654053,402.48214970252025,1199.1803604087877,1291.0834779399888
100.0,2.0,10.0,3.0,hmc,34.171,961.627379785229,1497.587441481774,1529.7992229176498,598.9668093425661,1320.450989409453,1497.9915560162958
100.0,2.0,10.0,3.0,old,16.651,33.45250366852856,137.37216559263632,113.54312966305201,43.42942163291564,454.02497452620736,389.8427359614718
500.0,2.0,10.0,3.0,ortho,396.956,332.55645787961896,1927.6226051494536,1922.4135821601838,1970.9925461370367,3293.708876039806,3283.446029773391
500.0,2.0,10.0,3.0,gibbs,56.275,296.9960343126251,794.1025703613994,733.477238222068,1160.4643450524418,1407.8551000969812,1421.930050568718
500.0,2.0,10.0,3.0,hmc,165.129,830.2351278929175,1508.2123738495281,1580.2524142323748,1024.5884125079997,1366.375251339509,1412.6036015005318
500.0,2.0,10.0,3.0,old,305.189,24.168758302679112,87.56252582491236,44.32297246442643,312.80022088336847,884.6812112292642,774.8827276202743
1000.0,2.0,10.0,3.0,ortho,770.038,247.20912954535845,533.686327767017,349.00917294139856,1478.7580217939105,3268.8900694144827,3579.0767546030306
1000.0,2.0,10.0,3.0,gibbs,111.412,147.04183598384483,440.3720565247196,387.2239845534531,680.9273657106033,1363.8072901089788,1429.758342828265
1000.0,2.0,10.0,3.0,hmc,331.547,1119.1743529872515,1319.415986447926,1270.418004099684,836.9570827863381,1390.2965818207488,1354.8106613259145
1000.0,2.0,10.0,3.0,old,1145.362,10.208353247280549,40.016811508149665,34.83883304788121,128.98877607645863,892.4775401235298,969.3163159687508
50.0,4.0,10.0,3.0,ortho,86.831,517.836306156531,2874.454580272352,3182.879605274617,1289.8178305693018,2785.509756704789,3056.031543828871
50.0,4.0,10.0,3.0,gibbs,15.597,666.7757634656773,1066.9052555889248,1079.4120345024935,611.430899921504,1030.0866735934133,919.3909748956924
50.0,4.0,10.0,3.0,hmc,41.404,951.0521434511511,1371.9364058552717,1377.6038766315503,591.8548810158043,1006.5043189736201,919.3192613656586
50.0,4.0,10.0,3.0,old,7.836,67.70254255168709,327.38129327796145,292.3092601988533,85.1345223807196,270.3181350153574,227.7580130226392
100.0,4.0,10.0,3.0,ortho,165.271,154.02997280726,882.6592120022049,948.8116323437904,1381.8053124616545,2898.3648878438917,3054.299796853745
100.0,4.0,10.0,3.0,gibbs,29.531,442.87381938599066,798.5162877914673,835.8760431631933,659.2866509454941,1033.1899139513116,992.4399576719869
100.0,4.0,10.0,3.0,hmc,79.527,547.0196953081597,908.1294132627872,912.2390536822008,374.69235601633284,1006.0695237178343,1008.9321362720875
100.0,4.0,10.0,3.0,old,20.933,19.205301435404802,152.92868332641495,149.39016964093528,87.00394840137399,347.1233441249036,355.3730056937659
500.0,4.0,10.0,3.0,ortho,883.249,659.792271784249,1536.666208888169,1318.6406298887969,1890.3192142692474,3237.350966461688,3308.0228339316673
500.0,4.0,10.0,3.0,gibbs,131.973,421.6398427464318,763.3712479160766,762.7290703067468,785.1176991257068,1200.762115271051,1256.687998861736
500.0,4.0,10.0,3.0,hmc,400.385,1128.9187999469825,1518.4048742874156,1520.532153658579,902.3314415852371,1298.6959056167966,1307.3511458139628
500.0,4.0,10.0,3.0,old,365.991,7.686929748779988,64.13524477160648,49.01021183361438,70.67927843647475,589.6380372398149,370.4735296291002
1000.0,4.0,10.0,3.0,ortho,1832.946,24.228141118138556,494.03195150834443,347.4152752930968,122.33196047609576,2383.8804521215384,2916.8086151425996
1000.0,4.0,10.0,3.0,gibbs,260.811,198.7124917136095,668.5706264150663,727.2593713139588,384.76555129404244,1190.7131600733421,1300.0096156532395
1000.0,4.0,10.0,3.0,hmc,790.413,1043.1707541238613,1362.8162937756845,1344.988603051254,720.8396217987228,1355.3612661099194,1414.9549139769301
1000.0,4.0,10.0,3.0,old,1501.489,10.26260716024384,46.2736931086212,31.413172437117794,72.60601607327956,631.8911596226909,497.1311758284819
50.0,1.0,100.0,3.0,ortho,40.11,72.98177791870346,1092.9044147571442,472.44299109534165,3158.8945000038916,4098.944402961997,4188.616618541248
50.0,1.0,100.0,3.0,gibbs,7.249,176.06001021275105,1025.1839045941897,1138.6059359823294,1218.6751185482642,1585.9462633555825,1617.4222736127663
50.0,1.0,100.0,3.0,hmc,16.519,328.97670439758383,1157.6470065994536,1229.0617728785182,1063.3356340962346,1562.2522867781715,1578.694415487429
50.0,1.0,100.0,3.0,old,14.812,38.71942552491949,989.8925189852973,870.6591900537862,1169.1143917434326,1948.1999567931337,2005.1652535593134
100.0,1.0,100.0,3.0,ortho,72.186,74.04658136536483,1115.4825162752638,409.7632921150206,3062.2049596007705,4161.815367908204,4249.387580208238
100.0,1.0,100.0,3.0,gibbs,12.428,46.038481506317545,562.069467417986,240.22892770672087,1175.934347711271,1578.3386391732583,1595.4120268380752
100.0,1.0,100.0,3.0,hmc,30.392,121.36836473307348,716.3391914627385,578.9002290107626,1156.7108357570137,1577.6649568576017,1598.336810663448
100.0,1.0,100.0,3.0,old,42.081,20.076923953977523,790.3100719969406,235.25297158174772,1138.7877620561485,1962.564531653669,1975.7970551797875
500.0,1.0,100.0,3.0,ortho,340.492,123.77958009489026,1616.9401879586064,777.9905497437167,2739.132808369999,4254.5543585535315,4316.443782004599
500.0,1.0,100.0,3.0,gibbs,50.699,90.74774564444903,753.8097128161286,474.3360244156253,1157.5501314775054,1640.5019134020927,1663.7920738650503
500.0,1.0,100.0,3.0,hmc,139.912,197.940437497287,921.2040679734101,901.5190728765281,1106.9286250804341,1597.4792811146426,1625.8342196927965
500.0,1.0,100.0,3.0,old,936.772,7.835478193312456,603.5213049366607,83.90229420504755,697.0944063093696,1939.6796797239056,2006.784359929475
1000.0,1.0,100.0,3.0,ortho,700.66,120.48336029676042,1620.8352809875214,834.5402181104113,2732.9522722375154,4215.231543581618,4280.54129374534
1000.0,1.0,100.0,3.0,gibbs,105.156,70.87513900477,756.470451777695,437.18522291874456,1047.596407833043,1590.5698812755404,1622.3833318752077
1000.0,1.0,100.0,3.0,hmc,296.545,233.70208080668934,1042.5135910662032,941.519140975852,990.1588090542261,1568.624629901461,1600.3978096994447
1000.0,1.0,100.0,3.0,old,4860.85,9.611253101924133,692.6369578408364,134.73899554909062,605.7843426522746,1913.2440801059543,1982.7990434061853
50.0,2.0,100.0,3.0,ortho,67.407,212.79807146573748,1313.8452445949756,992.4443412187715,2497.390126880062,3788.748227657462,3901.5609894393
50.0,2.0,100.0,3.0,gibbs,10.935,249.85574668470142,455.6484607819919,365.2432406895971,947.5891719105996,1529.9393611292023,1542.2997107599176
50.0,2.0,100.0,3.0,hmc,27.446,445.0510489455746,667.7892937323483,605.0745861448145,1038.5882831417366,1522.0204208593955,1550.0518678514982
50.0,2.0,100.0,3.0,old,19.593,58.75602617700292,196.77640287172213,102.8101953513509,788.458074677996,1761.7592021503513,1800.6719973297563
100.0,2.0,100.0,3.0,ortho,119.766,28.367715210669893,489.0861741026818,268.97741437023967,2028.1890256648821,3959.4940157734463,4002.8369048443556
100.0,2.0,100.0,3.0,gibbs,19.464,87.57373942878817,340.04066447257605,246.05534884053304,970.8257997976623,1571.8051080218108,1586.890022868982
100.0,2.0,100.0,3.0,hmc,50.78,241.9600192764558,491.07993554849514,446.12806552724396,1069.6672064362633,1537.2798681104866,1556.5636817007892
100.0,2.0,100.0,3.0,old,56.502,23.499094225241024,96.5776785200983,41.83497854779297,402.7481252187693,1723.7669270425686,1770.1191281790518
500.0,2.0,100.0,3.0,ortho,577.652,16.683025352439383,448.56301244261033,310.22108866217286,1954.321370187629,4161.0613126198205,4248.444294392195
500.0,2.0,100.0,3.0,gibbs,84.399,39.536142327837354,558.5678744323313,402.86842116952835,976.7753567557816,1546.8717404442382,1583.4683764320826
500.0,2.0,100.0,3.0,hmc,245.161,71.80693965535062,394.39214525075954,344.9484795031044,986.3602956849911,1595.9616737262875,1639.2815835024037
500.0,2.0,100.0,3.0,old,1195.799,11.364540416350192,265.08931627570854,54.144915074337774,292.1070832517088,1928.543173262155,1978.2756363084318
1000.0,2.0,100.0,3.0,ortho,1164.05,19.41406349524481,244.56452652487818,90.12102351167836,2710.935516276813,4196.363984620483,4249.159783824625
1000.0,2.0,100.0,3.0,gibbs,165.889,18.084650106768404,333.8897274032378,129.61302340793804,1187.3650885357401,1573.5074606967758,1594.8088898675403
1000.0,2.0,100.0,3.0,hmc,481.90899999999993,50.75598059290396,248.5923438674973,153.04998398119443,1000.6027123029364,1586.361382177795,1617.7004000734987
1000.0,2.0,100.0,3.0,old,6317.784,8.246528066182323,312.8790538750029,85.46066466827389,579.4409993747075,1859.4862602087555,1925.393608210507
50.0,4.0,100.0,3.0,ortho,128.98,31.78854743559535,1654.0820632259345,1741.2533246654348,1141.2279501867731,3644.4170685024374,3816.7576614177156
50.0,4.0,100.0,3.0,gibbs,21.703,293.9438034450032,1099.467247181605,1163.6536679347805,529.6586932491239,1258.8086197995092,1287.7914375205778
50.0,4.0,100.0,3.0,hmc,57.528,354.5173461972143,900.250396131712,892.8521773883263,334.8652869123124,1143.633420523675,1129.7212551217026
50.0,4.0,100.0,3.0,old,29.259,24.542703567211213,546.6459100187169,494.3167978898608,129.52307709904844,1005.7756414782601,997.0887184020049
